,no_bathroom,condition,district,price,no_rooms,ref,estate_type,area,altitude,energy_efficiency,longitude,area_total,area_usage
1412,,Usado,Arroios,1950000.0,,267180193,Prédio,,-9.1326749,D,38.7223319,717.5,646.0
1413,2.0,Usado,Arroios,598000.0,7.0,267180194,Apartamento,,-9.1326749,,38.7223319,200.0,176.0
1414,1.0,Usado,Penha de França,360000.0,2.0,267180197,Apartamento,,-9.12275614738462,C,38.7259997649259,92.0,83.0
1415,4.0,Novo,Belém,1455630.0,5.0,306180001,Duplex,Belém,-9.2045445,B,38.6976537,345.0,238.0
1416,3.0,Usado,Belém,3000000.0,3.0,306180004,Moradia Isolada,Belém,-9.2045445,D,38.6976537,550.0,550.0
1417,,Planta,Belém,1200000.0,,306180005,Prédio,Belém,-9.2045445,,38.6976537,420.0,420.0
1418,,Usado,Belém,2900000.0,,306180010,Moradia,Belém,-9.2045445,,38.6976537,484.0,
1419,4.0,Usado,Belém,950000.0,4.0,306180026,Apartamento,Belém,-9.2045445,C,38.6976537,198.0,163.0
1420,3.0,Novo,Belém,1556060.0,5.0,306180050,Duplex,,-9.2045445,B,38.6976537,269.0,228.0
1421,3.0,Novo,Belém,1516130.0,5.0,306180051,Duplex,Belém,-9.2045445,B,38.6976537,267.0,225.0
1422,2.0,Novo,Belém,700000.0,2.0,306180155,Duplex,Calçada da Ajuda,-9.2045445,F,38.6976537,150.0,141.0
1423,2.0,Novo,Ajuda,180000.0,,306180177,Loja,Torres do Restelo,-9.19932246199107,D,38.7058743895297,85.0,55.0
1424,8.0,Usado,Belém,2750000.0,5.0,306180197,Moradia,Restelo,-9.2045445,C,38.6976537,750.0,600.0
1425,4.0,Usado,Belém,480000.0,,306180221,Loja,Belém,-9.2045445,C,38.6976537,335.0,302.0
1427,2.0,Usado,Belém,390000.0,4.0,306180264,Duplex,Pedrouços,-9.2045445,F,38.6976537,158.0,127.0
1428,3.0,Usado,Belém,1500000.0,4.0,306180272,Apartamento,Calçada da Ajuda,-9.2045445,,38.6976537,161.0,144.0
1429,1.0,Usado,Belém,390000.0,,306190007,Loja,Restelo,-9.2045445,,38.6976537,203.0,200.0
1430,1.0,Usado,Belém,449000.0,3.0,306190014,Moradia,Caselas,-9.2045445,F,38.6976537,161.0,130.0
1431,1.0,Usado,Ajuda,65000.0,,306190015,Loja,,-9.19932246199107,C,38.7058743895297,41.0,34.0
1432,4.0,Usado,Belém,1050000.0,4.0,306190016,Apartamento,Pedrouços,-9.2045445,D,38.6976537,320.0,296.0
1433,3.0,Novo,Belém,1231000.0,5.0,306190039,Duplex,,-9.2045445,B,38.6976537,304.0,263.0
1434,2.0,Novo,Belém,299000.0,2.0,306190040,Apartamento,Torres do Restelo,-9.2045445,C,38.6976537,88.0,70.0
1436,1.0,Novo,Ajuda,215000.0,1.0,306190059,Apartamento,,-9.19932246199107,D,38.7058743895297,56.0,45.0
1437,2.0,Usado,Ajuda,359000.0,2.0,306190076,Apartamento,,-9.19932246199107,C,38.7058743895297,61.0,55.0
1438,1.0,Novo,Ajuda,180000.0,0.0,306190084,Apartamento,,-9.19932246199107,D,38.7058743895297,34.0,28.0
1439,3.0,Usado,Ajuda,430000.0,3.0,306190091,Moradia,,-9.19932246199107,C,38.7058743895297,130.0,110.0
1440,3.0,Usado,Belém,675000.0,3.0,306190093,Apartamento,Torres do Restelo,-9.2045445,C,38.6976537,181.0,138.0
1441,1.0,Novo,Ajuda,335000.0,2.0,306190104,Apartamento,,-9.19932246199107,E,38.7058743895297,60.0,55.0
1443,3.0,Novo,Belém,1100000.0,4.0,306190111,Moradia,Careca,-9.2045445,C,38.6976537,210.0,147.0
1444,3.0,Novo,Belém,439000.0,3.0,306190113,Apartamento,,-9.2045445,C,38.6976537,104.0,92.0
1445,1.0,Usado,Ajuda,159500.0,1.0,306190114,Apartamento,,-9.19932246199107,D,38.7058743895297,45.0,35.0
1446,1.0,Usado,Belém,390000.0,1.0,306190115,Apartamento,Belém,-9.2045445,C,38.6976537,80.0,75.0
1447,1.0,Novo,Ajuda,375000.0,3.0,306190117,Moradia,Caramão da Ajuda,-9.19932246199107,E,38.7058743895297,80.0,70.0
1448,6.0,Renovado,Ajuda,995000.0,5.0,306190118,Moradia,Alto da Ajuda,-9.19932246199107,D,38.7058743895297,300.0,270.0
1449,7.0,Usado,Belém,1500000.0,5.0,306190122,Moradia,,-9.2045445,B,38.6976537,324.0,300.0
1450,1.0,Renovado,Ajuda,214500.0,1.0,306190123,Apartamento,,-9.19932246199107,D,38.7058743895297,54.0,45.0
1451,1.0,Novo,Belém,450000.0,2.0,306190125,Apartamento,Torres do Restelo,-9.2045445,,38.6976537,90.0,74.0
1452,,N/D,Ajuda,600000.0,,306190128,Terreno Para Construção,Caramão da Ajuda,-9.19932246199107,,38.7058743895297,266.0,210.0
1454,2.0,Usado,Belém,470000.0,3.0,306190130,Apartamento,Restelo,-9.2045445,C,38.6976537,148.0,108.0
1455,1.0,Renovado,Belém,350000.0,2.0,306190132,Apartamento,Belém,-9.2045445,C,38.6976537,78.0,62.0
1456,3.0,Usado,Belém,850000.0,4.0,306190133,Apartamento,Restelo,-9.2045445,C,38.6976537,230.0,189.0
1457,2.0,Construção,Ajuda,240000.0,1.0,306190135,Apartamento,,-9.19932246199107,E,38.7058743895297,40.0,35.0
1458,2.0,Construção,Ajuda,340000.0,2.0,306190136,Apartamento,,-9.19932246199107,E,38.7058743895297,70.0,65.0
1459,2.0,Construção,Ajuda,340000.0,2.0,306190137,Apartamento,,-9.19932246199107,E,38.7058743895297,70.0,65.0
1460,1.0,Usado,Ajuda,370000.0,3.0,306190139,Moradia em Banda,Caramão da Ajuda,-9.19932246199107,E,38.7058743895297,66.0,53.0
1462,,Usado,Ajuda,680000.0,,306190141,Prédio,,-9.19932246199107,E,38.7058743895297,198.0,143.0
1463,1.0,Usado,Belém,330000.0,3.0,306190142,Apartamento,Belém,-9.2045445,D,38.6976537,85.0,68.0
1464,5.0,Usado,Ajuda,1250000.0,6.0,306190146,Moradia,,-9.19932246199107,,38.7058743895297,263.0,234.0
1465,2.0,Renovado,Ajuda,215000.0,1.0,306190147,Apartamento,,-9.19932246199107,E,38.7058743895297,36.0,30.0
1466,3.0,Usado,Belém,1200000.0,2.0,306190148,Moradia em Banda,Careca,-9.2045445,D,38.6976537,170.0,136.0
1467,1.0,Usado,Belém,360000.0,2.0,306190149,Apartamento,Torres do Restelo,-9.2045445,D,38.6976537,70.0,66.0
1468,2.0,Usado,Ajuda,280000.0,2.0,306190151,Moradia em Banda,,-9.19932246199107,D,38.7058743895297,60.0,50.0
1469,1.0,Novo,Ajuda,280000.0,1.0,306190154,Apartamento,,-9.19932246199107,A,38.7058743895297,55.0,45.0
1470,2.0,Usado,Ajuda,430000.0,4.0,306190156,Moradia,Caramão da Ajuda,-9.19932246199107,E,38.7058743895297,169.0,141.0
1471,6.0,Novo,Belém,2990000.0,5.0,306190158,Moradia Isolada,Restelo,-9.2045445,A,38.6976537,440.0,350.0
1472,1.0,Usado,Belém,470000.0,4.0,306190159,Moradia Geminada,,-9.2045445,,38.6976537,106.0,90.0
1473,,Novo,Estrela,135000.0,0.0,309170036,Apartamento,Campo de Ourique,-9.1590861,D,38.7100523,40.0,
1474,1.0,Usado,Campolide,220000.0,2.0,309170104,Apartamento,Campolide,-9.1636276245,C,38.7263671412,58.0,52.0
1475,1.0,Usado,Campo de Ourique,91000.0,1.0,309180006,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,32.0,30.0
1476,2.0,Usado,Campo de Ourique,385000.0,2.0,309180030,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,100.0,90.0
1477,1.0,Usado,Estrela,295000.0,3.0,309180070,Apartamento,Estrela,-9.1590861,E,38.7100523,85.0,85.0
1478,,Construção,Campolide,285000.0,,309180078,Prédio,Campolide,-9.1636276245,,38.7263671412,148.5,
1479,1.0,Usado,Avenidas Novas,220000.0,2.0,309180086,Apartamento,Campolide,-9.1471513,D,38.7410926,67.0,63.0
1480,1.0,Usado,Campo de Ourique,275000.0,3.0,309180172,Apartamento,Campo de Ourique,-9.1679303,F,38.7154897,79.0,58.0
1481,1.0,Usado,Campolide,140000.0,1.0,309180180,Apartamento,Campolide,-9.1636276245,E,38.7263671412,42.0,38.0
1482,1.0,Usado,Campo de Ourique,300000.0,1.0,309180187,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,52.0,41.0
1483,,Usado,Campo de Ourique,985000.0,,309180189,Prédio,Campo de Ourique,-9.1679303,D,38.7154897,430.0,387.0
1484,1.0,Usado,Campo de Ourique,269000.0,1.0,309180200,Apartamento,Amoreiras,-9.1679303,B,38.7154897,48.0,40.0
1485,1.0,Usado,Estrela,495000.0,3.0,309180201,Duplex,Estrela,-9.1590861,F,38.7100523,140.0,105.0
1487,2.0,Usado,Campolide,275000.0,3.0,309180208,Apartamento,Campolide,-9.1636276245,D,38.7263671412,104.0,87.0
1488,3.0,Usado,Campo de Ourique,1290000.0,4.0,309190002,Apartamento,,-9.1679303,D,38.7154897,199.0,140.0
1490,1.0,Usado,Campo de Ourique,199000.0,1.0,309190015,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,58.0,52.0
1491,,Usado,Campolide,190000.0,2.0,309190024,Moradia,Campolide,-9.1636276245,,38.7263671412,70.0,67.0
1492,3.0,Novo,Campolide,225000.0,2.0,309190028,Apartamento,Campolide,-9.1636276245,,38.7263671412,115.0,102.0
1493,1.0,Renovado,Campo de Ourique,235000.0,1.0,309190037,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,40.0,30.0
1494,2.0,Usado,Campo de Ourique,479800.0,3.0,309190042,Duplex,,-9.1679303,E,38.7154897,110.0,86.0
1495,2.0,Usado,Campo de Ourique,375000.0,2.0,309190044,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,85.0,78.0
1496,1.0,Usado,Campo de Ourique,197000.0,2.0,309190047,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,61.0,55.0
1497,2.0,Renovado,Campolide,265000.0,1.0,309190053,Apartamento,Campolide,-9.1636276245,F,38.7263671412,70.0,63.0
1498,2.0,Usado,Estrela,235000.0,,309190054,Loja,Estrela,-9.1590861,C,38.7100523,150.0,137.0
1502,1.0,Renovado,Estrela,375000.0,2.0,309190076,Apartamento,,-9.1590861,D,38.7100523,73.0,54.0
1503,1.0,Usado,Campo de Ourique,239000.0,1.0,309190078,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,53.0,44.0
1504,1.0,Usado,Campo de Ourique,169000.0,1.0,309190095,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,58.0,52.0
1505,4.0,Usado,Campo de Ourique,649000.0,3.0,309190096,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,134.0,120.0
1506,2.0,Renovado,Campo de Ourique,420000.0,2.0,309190099,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,82.0,75.0
1507,1.0,Usado,Campolide,229000.0,2.0,309190100,Apartamento,Amoreiras,-9.1636276245,E,38.7263671412,70.0,59.0
1508,1.0,Usado,Campolide,195000.0,2.0,309190101,Apartamento,Campolide,-9.1636276245,F,38.7263671412,62.0,55.0
1509,1.0,Usado,Campolide,215000.0,1.0,309190102,Apartamento,Campolide,-9.1636276245,D,38.7263671412,45.0,40.0
1510,2.0,Usado,Campolide,489000.0,2.0,309190103,Apartamento,Nova Campolide,-9.1636276245,D,38.7263671412,125.0,106.0
1511,4.0,Novo,Campo de Ourique,890000.0,3.0,309190105,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,176.0,157.0
1512,1.0,Usado,Campo de Ourique,189000.0,2.0,309190107,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,70.0,47.0
1513,1.0,Usado,Campolide,199000.0,1.0,309190109,Apartamento,Campolide,-9.1636276245,C,38.7263671412,70.0,65.0
1514,1.0,Usado,Campo de Ourique,185000.0,1.0,309190110,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,38.0,35.0
1515,1.0,Usado,Campolide,245000.0,2.0,309190113,Apartamento,Campolide,-9.1636276245,E,38.7263671412,70.0,58.0
1516,1.0,Usado,Campo de Ourique,149000.0,1.0,309190114,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,55.0,34.0
1517,,N/D,Campolide,57000.0,,309190116,Terreno Para Construção,Campolide,-9.1636276245,,38.7263671412,50.0,
1518,1.0,Usado,Campo de Ourique,435000.0,3.0,309190119,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,80.0,66.0
1519,3.0,Usado,Estrela,450000.0,5.0,309190120,Apartamento,Estrela,-9.1590861,D,38.7100523,154.0,133.0
1520,1.0,Usado,Estrela,390000.0,3.0,309190121,Apartamento,Estrela,-9.1590861,D,38.7100523,137.0,98.0
1521,1.0,Usado,Campo de Ourique,185000.0,1.0,309190125,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,39.0,35.0
1522,1.0,Usado,Campo de Ourique,245000.0,1.0,309190126,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,60.0,52.0
1523,2.0,Usado,Campo de Ourique,339000.0,2.0,309190128,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,84.0,70.0
1524,2.0,Usado,Estrela,360000.0,4.0,309190129,Apartamento,Estrela,-9.1590861,D,38.7100523,125.0,125.0
1525,1.0,Usado,Estrela,445500.0,5.0,309190130,Apartamento,Estrela,-9.1590861,E,38.7100523,135.0,135.0
1526,1.0,Usado,Estrela,278500.0,4.0,309190131,Apartamento,,-9.1590861,C,38.7100523,120.0,120.0
1527,1.0,Usado,Estrela,308500.0,4.0,309190133,Apartamento,,-9.1590861,D,38.7100523,116.0,116.0
1528,1.0,Usado,Campo de Ourique,258000.0,1.0,309190135,Apartamento,Campo de Ourique,-9.1679303,F,38.7154897,100.0,70.0
1529,1.0,Renovado,Estrela,297500.0,2.0,309190136,Apartamento,,-9.1590861,D,38.7100523,70.0,56.0
1530,,Usado,Campo de Ourique,1320000.0,,309190137,Prédio,Campo de Ourique,-9.1679303,,38.7154897,270.0,
1531,2.0,Usado,Estrela,265000.0,2.0,309190140,Duplex,Estrela,-9.1590861,E,38.7100523,88.0,71.0
1532,2.0,Usado,Campo de Ourique,495000.0,4.0,309190142,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,110.0,95.0
1533,2.0,Novo,Campolide,660000.0,2.0,309190144,Apartamento,Campolide,-9.1636276245,,38.7263671412,126.0,87.0
1534,1.0,Usado,Campo de Ourique,440000.0,4.0,309190149,Apartamento,Campo de Ourique,-9.1679303,C,38.7154897,134.0,112.0
1535,1.0,Usado,Campo de Ourique,229000.0,2.0,309190150,Apartamento,,-9.1679303,D,38.7154897,54.0,44.0
1536,1.0,Usado,Campo de Ourique,139000.0,1.0,309190151,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,35.0,
1537,1.0,Novo,Campolide,240000.0,2.0,309190152,Apartamento,Campolide,-9.1636276245,E,38.7263671412,61.0,57.0
1538,1.0,Usado,Estrela,230000.0,1.0,309190154,Apartamento,Estrela,-9.1590861,C,38.7100523,74.0,42.0
1539,,Novo,Campo de Ourique,525000.0,3.0,309190155,Apartamento,,-9.1679303,D,38.7154897,100.0,75.0
1540,,Usado,Campo de Ourique,370000.0,,309190157,Prédio,Campo de Ourique,-9.1679303,C,38.7154897,113.0,100.0
1541,1.0,Usado,Campo de Ourique,199000.0,2.0,309190163,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,81.0,59.0
1542,1.0,Usado,Campo de Ourique,225000.0,1.0,309190164,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,42.0,36.0
1543,1.0,Novo,Campo de Ourique,270000.0,1.0,309190168,Moradia Geminada,Campo de Ourique,-9.1679303,A,38.7154897,60.0,55.0
1544,1.0,Usado,Campolide,249900.0,2.0,309190172,Apartamento,Campolide,-9.1636276245,C,38.7263671412,71.0,59.0
1545,2.0,Usado,Estrela,290000.0,,309190173,Loja,Estrela,-9.1590861,D,38.7100523,300.0,227.0
1546,1.0,Usado,Campo de Ourique,229000.0,2.0,309190174,Apartamento,,-9.1679303,C,38.7154897,70.0,68.0
1547,2.0,Usado,Campo de Ourique,270000.0,1.0,309190175,Apartamento,Campo de Ourique,-9.1679303,E,38.7154897,60.0,49.0
1548,1.0,Usado,Campolide,575000.0,2.0,309190177,Apartamento,Campolide,-9.1636276245,C,38.7263671412,110.0,92.0
1549,1.0,Renovado,Campo de Ourique,225000.0,1.0,309190180,Apartamento,Campo de Ourique,-9.1679303,D,38.7154897,55.0,44.0
1550,3.0,Construção,Campo de Ourique,1150000.0,4.0,309190181,Apartamento,Campo de Ourique,-9.1679303,,38.7154897,184.0,146.0
1551,3.0,Novo,Campo de Ourique,950000.0,3.0,309190183,Apartamento,Campo de Ourique,-9.1679303,,38.7154897,157.0,147.0
1552,2.0,Usado,Campolide,399900.0,2.0,309190184,Apartamento,Campolide,-9.1636276245,C,38.7263671412,81.0,73.0
1553,1.0,Usado,Campolide,199000.0,2.0,309190187,Apartamento,Campolide,-9.1636276245,F,38.7263671412,58.0,43.0
1554,1.0,Usado,Campolide,110000.0,,309190189,Loja,,-9.1636276245,C,38.7263671412,42.2,38.0
1557,1.0,Usado,Lumiar,175000.0,,329180076,Loja,Lumiar,-9.1571044921,C,38.7652604107,73.2,73.0
1558,1.0,Usado,Santa Clara,1280000.0,,329180092,Loja,,-9.1593994,C,38.7823867,1042.0,1042.0
1559,1.0,Usado,Lumiar,110000.0,,329180098,Loja,,-9.1571044921,C,38.7652604107,66.7,66.0
1560,1.0,Usado,Santa Clara,350000.0,,329190016,Armazém,,-9.1593994,,38.7823867,130.0,130.0
1562,1.0,Usado,Lumiar,60000.0,,329190033,Loja,Lumiar,-9.1571044921,,38.7652604107,36.8,36.0
1563,1.0,Novo,Lumiar,340000.0,2.0,329190042,Apartamento,,-9.1571044921,B,38.7652604107,114.0,114.0
1564,1.0,Usado,Lumiar,295000.0,2.0,329190047,Apartamento,,-9.1571044921,C,38.7652604107,73.0,73.0
1565,1.0,Usado,Lumiar,290000.0,2.0,329190048,Apartamento,,-9.1571044921,C,38.7652604107,71.0,71.0
1566,1.0,Usado,Lumiar,105000.0,,329190055,Loja,,-9.1571044921,,38.7652604107,47.5,47.0
1567,2.0,Usado,Lumiar,140000.0,,329190056,Loja,,-9.1571044921,,38.7652604107,81.5,81.0
1568,2.0,Usado,Lumiar,160000.0,,329190057,Loja,,-9.1571044921,,38.7652604107,93.95,93.0
1569,2.0,Usado,Lumiar,232000.0,3.0,329190061,Apartamento,,-9.1571044921,C,38.7652604107,91.0,70.0
1572,2.0,Usado,Santa Clara,203000.0,2.0,329190076,Apartamento,,-9.1593994,D,38.7823867,63.5,63.0
1573,2.0,Renovado,Lumiar,215000.0,2.0,329190081,Apartamento,,-9.1571044921,C,38.7652604107,75.0,60.0
1574,1.0,Novo,Lumiar,215600.0,1.0,329190082,Apartamento,,-9.1571044921,,38.7652604107,91.0,54.0
1575,1.0,Planta,Lumiar,210700.0,1.0,329190083,Apartamento,,-9.1571044921,,38.7652604107,90.83,47.0
1576,1.0,Planta,Lumiar,210700.0,1.0,329190084,Apartamento,,-9.1571044921,,38.7652604107,84.33,60.0
1577,2.0,Planta,Lumiar,303800.0,2.0,329190086,Apartamento,,-9.1571044921,,38.7652604107,89.07,68.0
1578,2.0,Planta,Lumiar,411600.0,3.0,329190087,Apartamento,,-9.1571044921,,38.7652604107,125.21,93.0
1579,2.0,Planta,Lumiar,411600.0,3.0,329190088,Apartamento,,-9.1571044921,,38.7652604107,125.21,93.0
1580,1.0,Planta,Lumiar,220500.0,1.0,329190089,Apartamento,,-9.1571044921,,38.7652604107,81.96,49.0
1581,2.0,Planta,Lumiar,308700.0,2.0,329190090,Apartamento,,-9.1571044921,,38.7652604107,114.71,72.0
1582,2.0,Planta,Lumiar,416500.0,3.0,329190091,Apartamento,,-9.1571044921,,38.7652604107,160.95,97.0
1583,3.0,Planta,Lumiar,543900.0,4.0,329190092,Apartamento,,-9.1571044921,,38.7652604107,202.54,136.0
1584,1.0,Construção,Lumiar,230300.0,1.0,329190095,Apartamento,,-9.1571044921,,38.7652604107,86.61,53.0
1585,1.0,Construção,Lumiar,230300.0,1.0,329190096,Apartamento,,-9.1571044921,,38.7652604107,86.61,53.0
1586,1.0,Construção,Lumiar,235200.0,1.0,329190097,Apartamento,,-9.1571044921,,38.7652604107,86.61,53.0
1587,1.0,Construção,Lumiar,235200.0,1.0,329190098,Apartamento,,-9.1571044921,,38.7652604107,86.61,53.0
1588,2.0,Construção,Lumiar,328300.0,2.0,329190099,Apartamento,,-9.1571044921,,38.7652604107,114.71,72.0
1589,1.0,Construção,Lumiar,215600.0,1.0,329190101,Apartamento,,-9.1571044921,,38.7652604107,86.61,53.0
1590,1.0,Construção,Lumiar,215600.0,1.0,329190102,Apartamento,,-9.1571044921,,38.7652604107,81.96,49.0
1591,1.0,Construção,Lumiar,215600.0,1.0,329190103,Apartamento,,-9.1571044921,,38.7652604107,86.61,53.0
1592,2.0,Construção,Lumiar,308700.0,2.0,329190104,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1593,2.0,Construção,Lumiar,308700.0,2.0,329190105,Apartamento,,-9.1571044921,,38.7652604107,111.37,70.0
1594,2.0,Novo,Lumiar,308700.0,2.0,329190106,Apartamento,,-9.1571044921,,38.7652604107,111.37,70.0
1595,2.0,Construção,Lumiar,308700.0,2.0,329190107,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1596,4.0,Construção,Lumiar,543900.0,4.0,329190108,Apartamento,,-9.1571044921,,38.7652604107,202.54,136.0
1597,2.0,Novo,Lumiar,313600.0,2.0,329190109,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1598,2.0,Construção,Lumiar,313600.0,2.0,329190110,Apartamento,,-9.1571044921,,38.7652604107,111.37,70.0
1599,2.0,Construção,Lumiar,313600.0,2.0,329190111,Apartamento,,-9.1571044921,,38.7652604107,111.37,68.0
1600,2.0,Construção,Lumiar,313600.0,2.0,329190112,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1601,2.0,Construção,Lumiar,421400.0,3.0,329190113,Apartamento,,-9.1571044921,,38.7652604107,160.95,97.0
1602,4.0,Construção,Lumiar,548800.0,4.0,329190114,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1603,4.0,Construção,Lumiar,548800.0,4.0,329190115,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1604,2.0,Construção,Lumiar,318500.0,2.0,329190118,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1605,2.0,Construção,Lumiar,318500.0,2.0,329190119,Apartamento,,-9.1571044921,,38.7652604107,111.37,70.0
1606,2.0,Construção,Lumiar,318500.0,2.0,329190120,Apartamento,,-9.1571044921,,38.7652604107,111.37,68.0
1607,2.0,Construção,Lumiar,318500.0,2.0,329190121,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1608,4.0,Construção,Lumiar,553000.0,4.0,329190126,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1609,4.0,Construção,Lumiar,553700.0,4.0,329190127,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1610,1.0,Construção,Lumiar,230300.0,1.0,329190128,Apartamento,,-9.1571044921,,38.7652604107,81.96,49.0
1611,2.0,Construção,Lumiar,323400.0,2.0,329190130,Apartamento,,-9.1571044921,,38.7652604107,114.71,72.0
1612,2.0,Construção,Lumiar,323400.0,2.0,329190131,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1613,2.0,Construção,Lumiar,323400.0,2.0,329190133,Apartamento,,-9.1571044921,,38.7652604107,111.37,70.0
1614,2.0,Construção,Lumiar,323400.0,2.0,329190134,Apartamento,,-9.1571044921,,38.7652604107,111.37,68.0
1615,2.0,Construção,Lumiar,323400.0,2.0,329190135,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1616,2.0,Construção,Lumiar,431200.0,3.0,329190136,Apartamento,,-9.1571044921,,38.7652604107,160.95,97.0
1617,2.0,Construção,Lumiar,431200.0,3.0,329190137,Apartamento,,-9.1571044921,,38.7652604107,160.95,97.0
1618,4.0,Construção,Lumiar,558600.0,4.0,329190138,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1619,1.0,Construção,Lumiar,235200.0,1.0,329190140,Apartamento,,-9.1571044921,,38.7652604107,81.96,49.0
1620,1.0,Construção,Lumiar,240100.0,1.0,329190141,Apartamento,,-9.1571044921,,38.7652604107,81.96,49.0
1621,2.0,Construção,Lumiar,328300.0,2.0,329190142,Apartamento,,-9.1571044921,,38.7652604107,108.95,69.0
1622,2.0,Construção,Lumiar,328300.0,2.0,329190143,Apartamento,,-9.1571044921,,38.7652604107,111.37,70.0
1623,2.0,Construção,Lumiar,328300.0,2.0,329190144,Apartamento,,-9.1571044921,,38.7652604107,111.37,68.0
1624,2.0,Construção,Lumiar,436100.0,3.0,329190146,Apartamento,,-9.1571044921,,38.7652604107,160.95,97.0
1625,4.0,Construção,Lumiar,563500.0,4.0,329190147,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1626,4.0,Construção,Lumiar,563500.0,4.0,329190148,Apartamento,,-9.1571044921,,38.7652604107,202.54,132.0
1627,2.0,Construção,Lumiar,441000.0,3.0,329190149,Apartamento,,-9.1571044921,,38.7652604107,155.39,93.0
1628,2.0,Construção,Lumiar,441000.0,3.0,329190150,Apartamento,,-9.1571044921,,38.7652604107,148.74,97.0
1629,2.0,Construção,Lumiar,445900.0,3.0,329190151,Apartamento,,-9.1571044921,,38.7652604107,155.58,100.0
1630,2.0,Construção,Lumiar,445900.0,3.0,329190152,Apartamento,,-9.1571044921,,38.7652604107,155.58,100.0
1631,2.0,Construção,Lumiar,441000.0,3.0,329190154,Apartamento,,-9.1571044921,,38.7652604107,155.39,93.0
1632,2.0,Construção,Lumiar,382200.0,2.0,329190155,Apartamento,,-9.1571044921,,38.7652604107,183.26,79.0
1633,2.0,Construção,Lumiar,382200.0,2.0,329190156,Apartamento,,-9.1571044921,,38.7652604107,125.29,79.0
1634,2.0,Construção,Lumiar,450800.0,3.0,329190157,Apartamento,,-9.1571044921,,38.7652604107,155.39,93.0
1635,,Construção,Lumiar,455700.0,3.0,329190158,Apartamento,,-9.1571044921,,38.7652604107,148.74,95.0
1636,2.0,Construção,Lumiar,460600.0,3.0,329190159,Apartamento,,-9.1571044921,,38.7652604107,155.58,101.0
1637,2.0,Construção,Lumiar,445900.0,3.0,329190160,Apartamento,,-9.1571044921,,38.7652604107,155.58,101.0
1638,2.0,Construção,Lumiar,445900.0,3.0,329190161,Apartamento,,-9.1571044921,,38.7652604107,148.74,95.0
1639,2.0,Construção,Lumiar,455700.0,3.0,329190162,Apartamento,,-9.1571044921,,38.7652604107,155.39,93.0
1640,2.0,Construção,Lumiar,343000.0,2.0,329190163,Apartamento,,-9.1571044921,,38.7652604107,130.46,80.0
1641,2.0,Construção,Lumiar,343000.0,2.0,329190164,Apartamento,,-9.1571044921,,38.7652604107,130.46,80.0
1642,2.0,Construção,Lumiar,465500.0,3.0,329190165,Apartamento,,-9.1571044921,,38.7652604107,155.58,100.0
1643,2.0,Construção,Lumiar,450800.0,3.0,329190166,Apartamento,,-9.1571044921,,38.7652604107,155.58,100.0
1644,4.0,Construção,Lumiar,784000.0,4.0,329190167,Apartamento,,-9.1571044921,,38.7652604107,257.11,172.0
1645,2.0,Construção,Lumiar,294000.0,2.0,329190168,Apartamento,,-9.1571044921,,38.7652604107,125.21,84.0
1646,1.0,Construção,Lumiar,196000.0,1.0,329190169,Apartamento,,-9.1571044921,,38.7652604107,83.89,55.0
