,no_bathroom,condition,district,price,no_rooms,ref,estate_type,area,altitude,energy_efficiency,longitude,area_total,area_usage
1647,1.0,Novo,Lumiar,205800.0,1.0,329190170,Apartamento,,-9.1571044921,,38.7652604107,81.64,48.0
1648,1.0,Construção,Lumiar,205800.0,1.0,329190171,Apartamento,,-9.1571044921,,38.7652604107,81.64,48.0
1649,1.0,Construção,Lumiar,205800.0,1.0,329190172,Apartamento,,-9.1571044921,,38.7652604107,84.33,55.0
1650,1.0,Construção,Lumiar,210700.0,,329190173,Apartamento,,-9.1571044921,,38.7652604107,90.83,60.0
1651,1.0,Construção,Lumiar,210700.0,,329190174,Apartamento,,-9.1571044921,,38.7652604107,90.83,60.0
1652,2.0,Construção,Lumiar,294000.0,2.0,329190175,Apartamento,,-9.1571044921,,38.7652604107,125.21,84.0
1653,3.0,Renovado,Lumiar,420000.0,4.0,329190177,Apartamento,Quinta das Conchas,-9.1571044921,C,38.7652604107,115.0,115.0
1654,1.0,Usado,Lumiar,194000.0,2.0,329190178,Apartamento,,-9.1571044921,D,38.7652604107,92.0,92.0
1655,1.0,Renovado,Lumiar,240000.0,,329190179,Apartamento,Calçada de Carriche,-9.1571044921,B,38.7652604107,100.0,100.0
1656,1.0,Novo,Lumiar,250000.0,1.0,329190181,Apartamento,,-9.1571044921,,38.7652604107,84.0,84.0
1657,2.0,Usado,Lumiar,799000.0,3.0,329190182,Apartamento,Quinta das Conchas,-9.1571044921,,38.7652604107,170.5,170.0
1658,2.0,Usado,Santa Clara,250000.0,,329190189,Loja,,-9.1593994,A,38.7823867,216.0,216.0
1659,2.0,Usado,Lumiar,269000.0,3.0,329190190,Apartamento,Lumiar,-9.1571044921,C,38.7652604107,83.1,83.0
1660,1.0,Usado,Santa Clara,150000.0,,329190191,Loja,,-9.1593994,D,38.7823867,123.0,123.0
1661,1.0,Construção,Lumiar,150000.0,,329190192,Apartamento,,-9.1571044921,,38.7652604107,60.42,48.0
1662,2.0,Usado,Santa Clara,475000.0,,329190194,Loja,,-9.1593994,C,38.7823867,134.0,134.0
1663,1.0,Construção,Lumiar,150000.0,,329190195,Apartamento,,-9.1571044921,,38.7652604107,59.26,47.0
1664,1.0,Construção,Lumiar,155000.0,,329190197,Apartamento,,-9.1571044921,,38.7652604107,49.92,61.0
1665,1.0,Novo,Lumiar,155000.0,,329190198,Apartamento,,-9.1571044921,,38.7652604107,60.87,49.0
1666,1.0,Construção,Lumiar,190000.0,,329190199,Apartamento,,-9.1571044921,,38.7652604107,74.12,60.0
1667,1.0,Construção,Lumiar,190000.0,,329190200,Apartamento,,-9.1571044921,,38.7652604107,74.2,60.0
1668,1.0,Construção,Lumiar,195000.0,,329190201,Apartamento,,-9.1571044921,,38.7652604107,74.12,60.0
1669,1.0,Usado,Lumiar,320000.0,2.0,329190202,Apartamento,,-9.1571044921,C,38.7652604107,90.0,90.0
1670,2.0,Novo,Lumiar,450000.0,3.0,329190203,Apartamento,,-9.1571044921,C,38.7652604107,125.0,125.0
1671,1.0,Usado,Lumiar,345000.0,2.0,329190204,Apartamento,,-9.1571044921,,38.7652604107,96.0,96.0
1673,3.0,Construção,Lumiar,570000.0,4.0,329190206,Apartamento,,-9.1571044921,,38.7652604107,160.62,134.0
1674,2.0,Construção,Lumiar,330000.0,2.0,329190207,Apartamento,,-9.1571044921,,38.7652604107,99.14,80.0
1675,2.0,Construção,Lumiar,330000.0,2.0,329190208,Apartamento,,-9.1571044921,,38.7652604107,100.19,78.0
1676,3.0,Construção,Lumiar,575000.0,4.0,329190209,Apartamento,,-9.1571044921,,38.7652604107,160.39,133.0
1677,2.0,Construção,Lumiar,350000.0,2.0,329190210,Apartamento,,-9.1571044921,,38.7652604107,102.2,81.0
1678,2.0,Construção,Lumiar,555000.0,3.0,329190211,Apartamento,,-9.1571044921,,38.7652604107,161.09,132.0
1679,2.0,Construção,Lumiar,345000.0,2.0,329190212,Apartamento,,-9.1571044921,,38.7652604107,96.96,79.0
1680,4.0,Construção,Lumiar,700000.0,4.0,329190213,Apartamento,,-9.1571044921,,38.7652604107,200.08,163.0
1681,2.0,Construção,Lumiar,375000.0,2.0,329190214,Apartamento,,-9.1571044921,,38.7652604107,103.31,75.0
1682,4.0,Construção,Lumiar,810000.0,4.0,329190215,Apartamento,,-9.1571044921,,38.7652604107,185.37,152.0
1683,2.0,Construção,Lumiar,350000.0,2.0,329190216,Apartamento,,-9.1571044921,,38.7652604107,103.31,75.0
1684,1.0,Construção,Lumiar,200000.0,1.0,329190217,Apartamento,,-9.1571044921,,38.7652604107,68.39,54.0
1685,1.0,Construção,Lumiar,155000.0,,329190218,Apartamento,,-9.1571044921,,38.7652604107,49.92,40.0
1686,2.0,Construção,Lumiar,325000.0,2.0,329190219,Apartamento,,-9.1571044921,,38.7652604107,103.03,83.0
1687,1.0,Construção,Lumiar,235000.0,1.0,329190220,Apartamento,,-9.1571044921,,38.7652604107,68.11,55.0
1688,2.0,Construção,Lumiar,330000.0,2.0,329190221,Apartamento,,-9.1571044921,,38.7652604107,103.93,89.0
1689,3.0,Construção,Lumiar,535000.0,3.0,329190222,Apartamento,,-9.1571044921,,38.7652604107,161.1,132.0
1690,2.0,Construção,Lumiar,345000.0,2.0,329190223,Apartamento,,-9.1571044921,,38.7652604107,108.9,91.0
1691,1.0,Construção,Lumiar,240000.0,1.0,329190224,Apartamento,,-9.1571044921,,38.7652604107,66.17,53.0
1692,2.0,Construção,Lumiar,330000.0,2.0,329190225,Apartamento,,-9.1571044921,,38.7652604107,102.91,81.0
1693,2.0,Construção,Lumiar,330000.0,2.0,329190226,Apartamento,,-9.1571044921,,38.7652604107,102.91,83.0
1694,1.0,Construção,Lumiar,240000.0,1.0,329190227,Apartamento,,-9.1571044921,,38.7652604107,134.03,68.0
1695,2.0,Construção,Lumiar,335000.0,2.0,329190228,Apartamento,,-9.1571044921,,38.7652604107,103.93,81.0
1696,3.0,Construção,Lumiar,540000.0,3.0,329190229,Apartamento,,-9.1571044921,,38.7652604107,161.1,132.0
1697,2.0,Construção,Lumiar,330000.0,2.0,329190230,Apartamento,,-9.1571044921,,38.7652604107,97.13,78.0
1698,2.0,Construção,Lumiar,350000.0,2.0,329190231,Apartamento,,-9.1571044921,,38.7652604107,108.9,91.0
1699,1.0,Construção,Lumiar,240000.0,1.0,329190232,Apartamento,,-9.1571044921,,38.7652604107,66.17,53.0
1700,2.0,Construção,Lumiar,335000.0,2.0,329190233,Apartamento,,-9.1571044921,,38.7652604107,102.91,81.0
1701,2.0,Construção,Lumiar,335000.0,2.0,329190234,Apartamento,,-9.1571044921,,38.7652604107,102.91,83.0
1702,2.0,Construção,Lumiar,340000.0,2.0,329190235,Apartamento,,-9.1571044921,,38.7652604107,103.93,81.0
1703,3.0,Construção,Lumiar,545000.0,3.0,329190236,Apartamento,,-9.1571044921,,38.7652604107,161.1,134.0
1704,2.0,Construção,Lumiar,335000.0,2.0,329190237,Apartamento,,-9.1571044921,,38.7652604107,97.13,78.0
1705,2.0,Construção,Lumiar,355000.0,2.0,329190238,Apartamento,,-9.1571044921,,38.7652604107,110.38,91.0
1706,1.0,Construção,Lumiar,245000.0,1.0,329190239,Apartamento,,-9.1571044921,,38.7652604107,66.17,53.0
1707,2.0,Construção,Lumiar,340000.0,2.0,329190240,Apartamento,,-9.1571044921,,38.7652604107,102.91,81.0
1708,2.0,Construção,Lumiar,340000.0,2.0,329190241,Apartamento,,-9.1571044921,,38.7652604107,102.91,83.0
1709,2.0,Construção,Lumiar,345000.0,2.0,329190242,Apartamento,,-9.1571044921,,38.7652604107,103.93,81.0
1710,3.0,Construção,Lumiar,550000.0,3.0,329190243,Apartamento,,-9.1571044921,,38.7652604107,161.1,134.0
1711,2.0,Construção,Lumiar,340000.0,2.0,329190244,Apartamento,,-9.1571044921,,38.7652604107,96.96,79.0
1712,2.0,Construção,Lumiar,345000.0,2.0,329190245,Apartamento,,-9.1571044921,,38.7652604107,102.2,81.0
1713,3.0,Construção,Lumiar,570000.0,4.0,329190246,Apartamento,,-9.1571044921,,38.7652604107,160.39,133.0
1714,2.0,Construção,Lumiar,325000.0,2.0,329190247,Apartamento,,-9.1571044921,,38.7652604107,100.19,78.0
1715,2.0,Construção,Lumiar,325000.0,2.0,329190248,Apartamento,,-9.1571044921,,38.7652604107,99.14,80.0
1716,3.0,Construção,Lumiar,570000.0,4.0,329190249,Apartamento,,-9.1571044921,,38.7652604107,160.62,134.0
1717,2.0,Construção,Lumiar,335000.0,2.0,329190250,Apartamento,,-9.1571044921,,38.7652604107,96.96,79.0
1718,2.0,Usado,Lumiar,550000.0,4.0,329190251,Apartamento,Quinta das Conchas,-9.1571044921,D,38.7652604107,150.0,135.0
1719,2.0,Novo,Lumiar,1000000.0,,329190252,Loja,,-9.1571044921,,38.7652604107,705.0,705.0
1720,3.0,Construção,Lumiar,545000.0,3.0,329190253,Apartamento,,-9.1571044921,,38.7652604107,161.09,132.0
1721,2.0,Construção,Lumiar,340000.0,2.0,329190254,Apartamento,,-9.1571044921,,38.7652604107,102.2,81.0
1722,3.0,Construção,Lumiar,565000.0,4.0,329190255,Apartamento,,-9.1571044921,,38.7652604107,160.39,133.0
1723,2.0,Construção,Lumiar,320000.0,2.0,329190256,Apartamento,,-9.1571044921,,38.7652604107,100.19,78.0
1724,2.0,Construção,Lumiar,320000.0,2.0,329190257,Apartamento,,-9.1571044921,,38.7652604107,99.14,80.0
1725,2.0,Construção,Lumiar,330000.0,2.0,329190258,Apartamento,,-9.1571044921,,38.7652604107,96.96,79.0
1726,3.0,Construção,Lumiar,540000.0,3.0,329190259,Apartamento,,-9.1571044921,,38.7652604107,161.09,132.0
1727,2.0,Construção,Lumiar,335000.0,2.0,329190260,Apartamento,,-9.1571044921,,38.7652604107,102.2,81.0
1728,,Usado,Santa Clara,500000.0,,329190263,Loja,,-9.1593994,B,38.7823867,324.8,324.0
1729,3.0,Renovado,Lumiar,850000.0,5.0,329190265,Apartamento,Lumiar,-9.1571044921,C,38.7652604107,203.0,203.0
1730,2.0,Construção,Lumiar,340000.0,2.0,329190266,Apartamento,,-9.1571044921,,38.7652604107,97.13,78.0
1731,2.0,Construção,Lumiar,360000.0,2.0,329190267,Apartamento,,-9.1571044921,,38.7652604107,110.38,91.0
1732,1.0,Construção,Lumiar,250000.0,1.0,329190268,Apartamento,,-9.1571044921,,38.7652604107,66.17,53.0
1733,2.0,Construção,Lumiar,345000.0,2.0,329190269,Apartamento,,-9.1571044921,,38.7652604107,102.91,81.0
1734,2.0,Construção,Lumiar,345000.0,2.0,329190270,Apartamento,,-9.1571044921,,38.7652604107,102.91,83.0
1735,3.0,Construção,Lumiar,555000.0,3.0,329190271,Apartamento,,-9.1571044921,,38.7652604107,161.1,134.0
1736,2.0,Renovado,Santa Clara,235000.0,3.0,329190272,Apartamento,,-9.1593994,D,38.7823867,92.0,92.0
1737,2.0,Construção,Lumiar,345000.0,2.0,329190273,Apartamento,,-9.1571044921,,38.7652604107,97.13,78.0
1738,2.0,Construção,Lumiar,365000.0,2.0,329190274,Apartamento,,-9.1571044921,,38.7652604107,110.38,91.0
1739,1.0,Novo,Lumiar,260000.0,1.0,329190275,Apartamento,,-9.1571044921,,38.7652604107,66.17,53.0
1740,2.0,Construção,Lumiar,365000.0,2.0,329190276,Apartamento,,-9.1571044921,,38.7652604107,102.91,81.0
1741,2.0,Construção,Lumiar,595000.0,3.0,329190277,Apartamento,,-9.1571044921,,38.7652604107,162.77,133.0
1742,3.0,Construção,Lumiar,560000.0,3.0,329190278,Apartamento,,-9.1571044921,,38.7652604107,161.1,132.0
1743,2.0,Construção,Lumiar,350000.0,2.0,329190279,Apartamento,,-9.1571044921,,38.7652604107,97.13,78.0
1744,4.0,Construção,Lumiar,700000.0,4.0,329190280,Apartamento,,-9.1571044921,,38.7652604107,200.09,161.0
1745,2.0,Construção,Lumiar,355000.0,2.0,329190281,Apartamento,,-9.1571044921,,38.7652604107,103.32,76.0
1746,4.0,Construção,Lumiar,680000.0,4.0,329190284,Apartamento,,-9.1571044921,,38.7652604107,185.38,152.0
1747,4.0,Construção,Lumiar,710000.0,4.0,329190285,Apartamento,,-9.1571044921,,38.7652604107,200.09,161.0
1748,2.0,Construção,Lumiar,350000.0,2.0,329190286,Apartamento,,-9.1571044921,,38.7652604107,103.93,81.0
1749,1.0,Construção,Lumiar,295000.0,1.0,329190287,Apartamento,,-9.1571044921,,38.7652604107,88.99,63.0
1750,2.0,Construção,Lumiar,580000.0,3.0,329190288,Apartamento,,-9.1571044921,,38.7652604107,160.35,131.0
1751,1.0,Construção,Lumiar,230000.0,1.0,329190289,Apartamento,,-9.1571044921,,38.7652604107,80.28,65.0
1752,1.0,Construção,Lumiar,225000.0,1.0,329190290,Apartamento,,-9.1571044921,,38.7652604107,80.28,65.0
1753,1.0,Construção,Lumiar,155000.0,,329190291,Apartamento,,-9.1571044921,,38.7652604107,49.28,39.0
1754,1.0,Construção,Lumiar,240000.0,1.0,329190292,Apartamento,,-9.1571044921,,38.7652604107,82.44,69.0
1755,2.0,Construção,Lumiar,325000.0,2.0,329190293,Apartamento,,-9.1571044921,,38.7652604107,100.33,82.0
1756,1.0,Construção,Lumiar,235000.0,1.0,329190294,Apartamento,,-9.1571044921,,38.7652604107,60.1,49.0
1757,1.0,Construção,Lumiar,225000.0,1.0,329190295,Apartamento,,-9.1571044921,,38.7652604107,52.53,42.0
1758,3.0,Construção,Lumiar,410000.0,3.0,329190296,Apartamento,,-9.1571044921,,38.7652604107,121.03,98.0
1759,4.0,Construção,Lumiar,650000.0,4.0,329190297,Apartamento,,-9.1571044921,,38.7652604107,186.15,152.0
1760,1.0,Construção,Lumiar,245000.0,1.0,329190298,Apartamento,,-9.1571044921,,38.7652604107,82.49,69.0
1761,,Construção,Lumiar,240000.0,,329190300,Apartamento,,-9.1571044921,,38.7652604107,60.1,49.0
1762,1.0,Construção,Lumiar,230000.0,1.0,329190301,Apartamento,,-9.1571044921,,38.7652604107,52.53,42.0
1763,3.0,Construção,Lumiar,415000.0,3.0,329190302,Apartamento,,-9.1571044921,,38.7652604107,121.03,98.0
1764,4.0,Construção,Lumiar,650000.0,4.0,329190303,Apartamento,,-9.1571044921,,38.7652604107,186.15,152.0
1765,1.0,Construção,Lumiar,250000.0,1.0,329190304,Apartamento,,-9.1571044921,,38.7652604107,82.49,69.0
1766,2.0,Construção,Lumiar,335000.0,2.0,329190305,Apartamento,,-9.1571044921,,38.7652604107,100.29,82.0
1767,1.0,Construção,Lumiar,245000.0,1.0,329190306,Apartamento,,-9.1571044921,,38.7652604107,60.1,46.0
1768,1.0,Construção,Lumiar,235000.0,1.0,329190307,Apartamento,,-9.1571044921,,38.7652604107,52.53,42.0
1769,3.0,Construção,Lumiar,420000.0,3.0,329190308,Apartamento,,-9.1571044921,,38.7652604107,121.03,98.0
1770,2.0,Usado,Lumiar,365000.0,3.0,329190309,Apartamento,,-9.1571044921,E,38.7652604107,103.4,103.0
1771,4.0,Construção,Lumiar,660000.0,4.0,329190310,Apartamento,,-9.1571044921,,38.7652604107,186.15,152.0
1772,1.0,Construção,Lumiar,255000.0,1.0,329190311,Apartamento,,-9.1571044921,,38.7652604107,82.49,69.0
1773,,Usado,Lumiar,56000.0,,329200001,Loja,Quinta das Conchas,-9.1571044921,D,38.7652604107,23.0,23.0
1774,2.0,Construção,Lumiar,340000.0,2.0,329200002,Apartamento,,-9.1571044921,,38.7652604107,100.29,82.0
1775,1.0,Construção,Lumiar,250000.0,1.0,329200003,Apartamento,,-9.1571044921,,38.7652604107,60.1,46.0
1776,2.0,Construção,Lumiar,345000.0,2.0,329200004,Apartamento,,-9.1571044921,,38.7652604107,100.29,82.0
1777,1.0,Construção,Lumiar,260000.0,1.0,329200005,Apartamento,,-9.1571044921,,38.7652604107,82.49,69.0
1778,4.0,Construção,Lumiar,670000.0,4.0,329200006,Apartamento,,-9.1571044921,,38.7652604107,186.15,152.0
1779,,Usado,Lumiar,48000.0,,329200007,Loja,,-9.1571044921,,38.7652604107,40.0,40.0
1780,,Usado,Lumiar,38000.0,,329200008,Loja,,-9.1571044921,,38.7652604107,28.0,28.0
1781,,Usado,Lumiar,33000.0,,329200009,Loja,,-9.1571044921,,38.7652604107,28.0,28.0
1782,2.0,Usado,Carnide,350000.0,2.0,334180015,Apartamento,Quinta das Camareiras,-9.18367662275386,B,38.7605095743108,90.0,84.0
1783,3.0,Usado,Carnide,499000.0,3.0,334180068,Apartamento,Telheiras,-9.18367662275386,D,38.7605095743108,130.5,114.0
1785,1.0,Usado,Lumiar,270000.0,2.0,334180082,Apartamento,Lumiar,-9.1571044921,D,38.7652604107,92.0,83.0
1786,1.0,Usado,Lumiar,225000.0,1.0,334180083,Apartamento,Telheiras,-9.1571044921,D,38.7652604107,62.73,52.0
1787,1.0,Usado,Lumiar,210000.0,1.0,334190023,Apartamento,,-9.1571044921,D,38.7652604107,53.0,49.0
1788,1.0,Usado,Carnide,310000.0,,334190025,Escritório,Telheiras,-9.18367662275386,C,38.7605095743108,120.0,90.0
1790,1.0,Usado,Lumiar,212500.0,2.0,334190037,Apartamento,Telheiras,-9.1571044921,D,38.7652604107,95.0,81.0
1791,2.0,Usado,Carnide,565000.0,3.0,334190039,Apartamento,Telheiras,-9.18367662275386,C,38.7605095743108,140.0,140.0
1792,2.0,Usado,Lumiar,670000.0,3.0,334190042,Apartamento,Parque dos Príncipes,-9.1571044921,C,38.7652604107,120.0,116.0
1793,3.0,Usado,Lumiar,680000.0,3.0,334190043,Apartamento,Parque dos Príncipes,-9.1571044921,C,38.7652604107,149.0,133.0
1794,2.0,Usado,Lumiar,260000.0,3.0,334190048,Apartamento,Lumiar,-9.1571044921,D,38.7652604107,94.0,107.0
1795,3.0,Usado,Lumiar,630000.0,3.0,334190050,Apartamento,Parque dos Príncipes,-9.1571044921,D,38.7652604107,150.0,130.0
1796,2.0,Usado,Carnide,489000.0,4.0,334190052,Apartamento,Telheiras,-9.18367662275386,C,38.7605095743108,185.0,128.0
1797,3.0,Usado,Lumiar,1100000.0,4.0,334190056,Apartamento,Parque dos Príncipes,-9.1571044921,B,38.7652604107,144.0,151.0
1798,3.0,Usado,Lumiar,1061500.0,7.0,334190058,Apartamento,Telheiras,-9.1571044921,D,38.7652604107,247.0,200.0
1800,1.0,Usado,Lumiar,355000.0,1.0,334190073,Apartamento,Parque dos Príncipes,-9.1571044921,D,38.7652604107,100.8,91.0
1801,1.0,Usado,Lumiar,210000.0,1.0,334190074,Apartamento,,-9.1571044921,F,38.7652604107,76.57,50.0
1802,2.0,Usado,Lumiar,340000.0,3.0,334190076,Duplex,Telheiras,-9.1571044921,C,38.7652604107,111.0,91.0
1803,2.0,Usado,Carnide,450000.0,2.0,334190077,Apartamento,Telheiras,-9.18367662275386,C,38.7605095743108,127.0,117.0
1804,2.0,Usado,Lumiar,595000.0,3.0,334190082,Apartamento,Parque dos Príncipes,-9.1571044921,C,38.7652604107,145.12,140.0
1805,2.0,Usado,Lumiar,360000.0,2.0,334190097,Apartamento,Telheiras,-9.1571044921,D,38.7652604107,116.0,82.0
1807,2.0,Usado,Lumiar,480000.0,2.0,334190102,Apartamento,Parque dos Príncipes,-9.1571044921,C,38.7652604107,130.0,118.0
1809,1.0,Usado,Lumiar,300000.0,,334190108,Loja,Quinta dos Alcoutins,-9.1571044921,D,38.7652604107,114.77,114.0
1810,2.0,Usado,Lumiar,390000.0,3.0,334190114,Apartamento,Lumiar,-9.1571044921,C,38.7652604107,115.0,115.0
1811,2.0,Usado,Lumiar,390000.0,3.0,334190115,Apartamento,Lumiar,-9.1571044921,D,38.7652604107,100.28,100.0
1812,1.0,Usado,Lumiar,300000.0,2.0,334190116,Apartamento,Alto da Faia,-9.1571044921,B,38.7652604107,69.65,60.0
1813,1.0,Usado,Carnide,205000.0,1.0,334190117,Apartamento,Telheiras,-9.18367662275386,D,38.7605095743108,53.0,46.0
1814,2.0,Usado,Lumiar,399000.0,3.0,334190118,Apartamento,Alto da Faia,-9.1571044921,E,38.7652604107,107.0,106.0
1815,,Usado,Carnide,18500.0,,334190120,Garagem,Telheiras,-9.18367662275386,,38.7605095743108,13.75,11.0
1816,,Usado,Carnide,18500.0,,334190121,Garagem,Telheiras,-9.18367662275386,,38.7605095743108,13.75,11.0
1817,1.0,Usado,Lumiar,270000.0,1.0,334190122,Apartamento,Lumiar,-9.1571044921,C,38.7652604107,75.0,65.0
1818,2.0,Usado,Carnide,265000.0,2.0,334190126,Apartamento,Telheiras,-9.18367662275386,D,38.7605095743108,70.0,60.0
1820,,Usado,Santa Maria Maior,2850000.0,,339180079,Prédio,,-9.1361634,,38.7113522,18.0,700.0
1821,,Usado,Penha de França,22500.0,,339180085,Garagem,,-9.12275614738462,,38.7259997649259,12.0,12.0
1822,1.0,Usado,Arroios,195000.0,,339180086,Loja,,-9.1326749,D,38.7223319,95.0,90.0
1825,,Usado,Arroios,2200000.0,21.0,339190015,Prédio,,-9.1326749,,38.7223319,733.0,733.0
1826,,Novo,Penha de França,1250000.0,,339190016,Prédio,,-9.12275614738462,,38.7259997649259,242.0,
1830,1.0,Usado,Penha de França,240000.0,2.0,339190024,Apartamento,,-9.12275614738462,E,38.7259997649259,93.0,87.0
1834,1.0,Usado,Penha de França,350000.0,2.0,339190043,Apartamento,,-9.12275614738462,C,38.7259997649259,90.0,90.0
1835,,Usado,Penha de França,310000.0,5.0,339190045,Apartamento,,-9.12275614738462,F,38.7259997649259,140.0,97.0
1843,2.0,Usado,Arroios,395000.0,5.0,339190069,Apartamento,,-9.1326749,D,38.7223319,142.0,142.0
1844,,Renovado,Arroios,590000.0,3.0,339190074,Apartamento,,-9.1326749,E,38.7223319,108.89,
1846,2.0,Novo,Penha de França,275000.0,2.0,339190080,Apartamento,,-9.12275614738462,E,38.7259997649259,55.0,55.0
1848,2.0,Novo,Arroios,310000.0,3.0,339190083,Apartamento,,-9.1326749,C,38.7223319,100.0,100.0
1849,2.0,Novo,Arroios,314000.0,2.0,339190084,Duplex,,-9.1326749,F,38.7223319,96.0,96.0
1853,1.0,Usado,Penha de França,198000.0,2.0,339190091,Apartamento,,-9.12275614738462,E,38.7259997649259,58.18,58.0
1857,1.0,Novo,Penha de França,405000.0,3.0,339190095,Apartamento,,-9.12275614738462,,38.7259997649259,61.0,61.0
1858,2.0,Usado,Arroios,395000.0,3.0,339190096,Apartamento,,-9.1326749,D,38.7223319,110.0,110.0
1859,2.0,Usado,Arroios,380000.0,3.0,339190097,Apartamento,,-9.1326749,D,38.7223319,102.0,102.0
1860,2.0,Renovado,Penha de França,420000.0,2.0,339190100,Apartamento,,-9.12275614738462,C,38.7259997649259,112.0,112.0
1861,1.0,Usado,Arroios,195000.0,3.0,339190101,Apartamento,,-9.1326749,C,38.7223319,60.0,60.0
1862,2.0,Renovado,Penha de França,335000.0,2.0,339190103,Apartamento,,-9.12275614738462,D,38.7259997649259,79.0,79.0
1863,2.0,Novo,Arroios,575000.0,3.0,339190104,Apartamento,,-9.1326749,C,38.7223319,117.0,117.0
1864,2.0,Usado,Arroios,580000.0,5.0,339190105,Apartamento,,-9.1326749,D,38.7223319,170.0,170.0
1865,1.0,Novo,Arroios,175000.0,1.0,339190106,Apartamento,,-9.1326749,C,38.7223319,49.0,49.0
1866,1.0,Novo,Penha de França,365000.0,2.0,339190109,Apartamento,,-9.12275614738462,E,38.7259997649259,82.5,82.0
1867,1.0,Novo,Arroios,249500.0,3.0,339190110,Apartamento,,-9.1326749,D,38.7223319,78.0,78.0
1868,1.0,Novo,Arroios,295000.0,1.0,339190111,Apartamento,,-9.1326749,C,38.7223319,62.7,62.0
1869,1.0,Usado,Arroios,210000.0,1.0,339190112,Apartamento,,-9.1326749,E,38.7223319,35.0,
1870,1.0,Usado,Penha de França,347000.0,2.0,339190113,Apartamento,,-9.12275614738462,C,38.7259997649259,68.0,83.0
1871,1.0,Novo,São Vicente,119500.0,1.0,340180190,Apartamento,,-9.1292361,C,38.7195503,36.0,33.0
1872,1.0,Usado,Santa Maria Maior,595500.0,3.0,340190003,Apartamento,,-9.1361634,C,38.7113522,130.0,120.0
1873,1.0,Usado,Santa Maria Maior,695000.0,1.0,340190006,Apartamento,,-9.1361634,E,38.7113522,142.0,129.0
1874,1.0,Usado,Santa Maria Maior,695000.0,1.0,340190007,Apartamento,,-9.1361634,E,38.7113522,142.0,129.0
1875,1.0,Usado,Santa Maria Maior,695000.0,1.0,340190008,Apartamento,,-9.1361634,E,38.7113522,142.0,129.0
1878,,Novo,Santa Maria Maior,775000.0,,340190036,Prédio,,-9.1361634,E,38.7113522,214.0,193.0
1880,1.0,Usado,Santa Maria Maior,190000.0,0.0,340190045,Apartamento,,-9.1361634,E,38.7113522,30.0,27.0
1881,1.0,Usado,Santa Maria Maior,255000.0,0.0,340190046,Apartamento,,-9.1361634,E,38.7113522,30.0,27.0
1882,1.0,Usado,Santa Maria Maior,210000.0,0.0,340190047,Apartamento,,-9.1361634,E,38.7113522,30.0,27.0
1884,1.0,Usado,Santa Maria Maior,275000.0,1.0,340190052,Apartamento,,-9.1361634,D,38.7113522,58.0,53.0
1885,1.0,Usado,Santa Maria Maior,285000.0,1.0,340190053,Apartamento,,-9.1361634,D,38.7113522,53.0,48.0
1888,,Usado,São Vicente,320000.0,,340190060,Prédio,,-9.1292361,,38.7195503,150.0,
1889,1.0,Usado,Penha de França,199000.0,2.0,340190062,Apartamento,,-9.12275614738462,D,38.7259997649259,62.0,57.0
1892,1.0,Novo,Penha de França,225000.0,1.0,340190082,Apartamento,,-9.12275614738462,,38.7259997649259,55.0,45.0
1894,1.0,Usado,São Vicente,160000.0,2.0,340190084,Apartamento,,-9.1292361,E,38.7195503,45.0,41.0
1895,1.0,Renovado,Penha de França,215000.0,2.0,340190088,Apartamento,,-9.12275614738462,C,38.7259997649259,71.0,59.0
1901,1.0,Renovado,São Vicente,157000.0,1.0,340190111,Apartamento,,-9.1292361,C,38.7195503,30.0,30.0
1906,1.0,Usado,Penha de França,320000.0,3.0,340190118,Apartamento,,-9.12275614738462,D,38.7259997649259,85.0,60.0
1908,2.0,Usado,Penha de França,440000.0,3.0,340190120,Apartamento,,-9.12275614738462,C,38.7259997649259,125.0,101.0
1910,1.0,Usado,Penha de França,340000.0,2.0,340190125,Apartamento,,-9.12275614738462,D,38.7259997649259,82.0,68.0
1913,1.0,Renovado,Santa Maria Maior,189000.0,1.0,340190130,Apartamento,,-9.1361634,D,38.7113522,51.0,51.0
1914,1.0,Usado,Beato,220000.0,1.0,340190132,Apartamento,,-9.11273002616667,,38.7260490796279,68.0,58.0
1922,1.0,Novo,São Vicente,230000.0,1.0,340190143,Apartamento,,-9.1292361,D,38.7195503,100.0,60.0
1923,1.0,Usado,São Vicente,219000.0,3.0,340190144,Apartamento,,-9.1292361,E,38.7195503,81.0,44.0
1925,1.0,Usado,Penha de França,290000.0,2.0,340200001,Apartamento,,-9.12275614738462,C,38.7259997649259,70.0,69.0
1926,,Usado,Santa Clara,38000.0,,341190006,Loja,,-9.1593994,B,38.7823867,48.0,38.0
1927,1.0,Usado,Santa Clara,249000.0,2.0,341190079,Apartamento,,-9.1593994,D,38.7823867,89.0,89.0
1929,2.0,Usado,Santa Clara,115000.0,3.0,341190152,Apartamento,Ameixoeira,-9.1593994,,38.7823867,62.5,62.0
1930,2.0,Usado,Santa Clara,180000.0,3.0,341190155,Apartamento,Ameixoeira,-9.1593994,E,38.7823867,114.56,114.0
1931,2.0,Usado,Santa Clara,350000.0,,341190178,Armazém,Santa Clara,-9.1593994,,38.7823867,440.8,440.0
1932,4.0,Usado,Santa Clara,150000.0,8.0,341190195,Prédio,Santa Clara,-9.1593994,E,38.7823867,195.0,200.0
